draft_year,pick,player,season,season_index,ws
2005,2,Marvin Williams,2009.0,4.0,6.1
2005,3,Deron Williams,2009.0,4.0,8.4
2006,22,Marcus Williams,2009.0,3.0,-0.1
2006,22,Marcus Williams,2009.0,3.0,0.0
2006,23,Josh Boone,2009.0,3.0,1.8
2006,24,Kyle Lowry,2009.0,3.0,3.6
2006,25,Shannon Brown,2009.0,3.0,0.7
2005,8,Channing Frye,2009.0,4.0,0.8
2005,9,Ike Diogu,2009.0,4.0,0.7
2006,46,Dee Brown,2009.0,3.0,-0.1
2008,55,Mike Taylor,2009.0,1.0,-0.4
2008,58,Joe Crawford,2009.0,1.0,0.0
2008,42,Sean Singletary,2009.0,1.0,0.0
2008,52,Darnell Jackson,2009.0,1.0,0.8
2006,47,Paul Millsap,2009.0,3.0,7.7
2006,49,Leon Powe,2009.0,3.0,4.9
2006,50,Ryan Hollins,2009.0,3.0,1.0
2006,36,Craig Smith,2009.0,3.0,3.1
2005,10,Andrew Bynum,2009.0,4.0,5.5
2005,13,Sean May,2009.0,4.0,-0.3
2006,18,Oleksiy Pecherov,2009.0,3.0,0.5
2006,19,Quincy Douby,2009.0,3.0,0.0
2006,20,Renaldo Balkman,2009.0,3.0,2.6
2008,40,Chris Douglas-Roberts,2009.0,1.0,0.6
2008,41,Nathan Jawai,2009.0,1.0,-0.1
2008,30,J.R. Giddens,2009.0,1.0,0.0
2008,45,Goran Dragić,2009.0,1.0,0.1
2008,47,Henry Walker,2009.0,1.0,0.5
2008,48,Malik Hairston,2009.0,1.0,0.1
2008,35,DeAndre Jordan,2009.0,1.0,1.3
2008,26,George Hill,2009.0,1.0,2.1
2008,37,Luc Mbah a Moute,2009.0,1.0,4.0
2008,38,Kyle Weaver,2009.0,1.0,1.2
2008,39,Sonny Weems,2009.0,1.0,-0.3
2006,21,Rajon Rondo,2009.0,3.0,9.9
2006,13,Thabo Sefolosha,2009.0,3.0,2.2
2006,54,Hassan Adams,2009.0,3.0,-0.2
2007,1,Greg Oden,2009.0,2.0,4.6
2007,2,Kevin Durant,2009.0,2.0,7.9
2007,3,Al Horford,2009.0,2.0,6.8
2007,4,Mike Conley,2009.0,2.0,4.5
2008,29,D.J. White,2009.0,1.0,0.4
2008,22,Courtney Lee,2009.0,1.0,4.4
2008,32,Walter Sharpe,2009.0,1.0,-0.1
2008,33,Joey Dorsey,2009.0,1.0,0.0
2008,34,Mario Chalmers,2009.0,1.0,5.2
2007,5,Jeff Green,2009.0,2.0,4.2
2007,6,Yi Jianlian,2009.0,2.0,0.7
2007,7,Corey Brewer,2009.0,2.0,0.3
2006,51,Cheikh Samb,2009.0,3.0,-0.2
2006,14,Ronnie Brewer,2009.0,3.0,6.8
2006,15,Cedric Simmons,2009.0,3.0,0.0
2006,16,Rodney Carney,2009.0,3.0,1.5
2006,17,Shawne Williams,2009.0,3.0,0.0
2005,14,Rashad McCants,2009.0,4.0,0.6
2005,15,Antoine Wright,2009.0,4.0,1.4
2008,27,Darrell Arthur,2009.0,1.0,1.7
2008,28,Donté Greene,2009.0,1.0,-1.1
2008,21,Ryan Anderson,2009.0,1.0,2.5
2008,23,Kosta Koufos,2009.0,1.0,1.3
2008,25,Nicolas Batum,2009.0,1.0,3.7
2008,16,Marreese Speights,2009.0,1.0,3.8
2008,17,Roy Hibbert,2009.0,1.0,2.1
2008,9,D.J. Augustin,2009.0,1.0,5.1
2008,18,JaVale McGee,2009.0,1.0,2.0
2008,19,J.J. Hickson,2009.0,1.0,1.5
2008,20,Alexis Ajinça,2009.0,1.0,-0.1
2005,16,Joey Graham,2009.0,4.0,2.2
2007,8,Brandan Wright,2009.0,2.0,1.9
2007,9,Joakim Noah,2009.0,2.0,6.4
2007,10,Spencer Hawes,2009.0,2.0,0.8
2007,11,Acie Law,2009.0,2.0,0.7
2007,13,Julian Wright,2009.0,2.0,0.8
2008,12,Jason Thompson,2009.0,1.0,2.7
2008,5,Kevin Love,2009.0,1.0,5.3
2008,13,Brandon Rush,2009.0,1.0,0.9
2008,14,Anthony Randolph,2009.0,1.0,1.6
2008,15,Robin Lopez,2009.0,1.0,1.1
2007,14,Al Thornton,2009.0,2.0,1.3
2007,15,Rodney Stuckey,2009.0,2.0,3.8
2005,17,Danny Granger,2009.0,4.0,8.0
2006,9,Patrick O'Bryant,2009.0,3.0,0.3
2006,10,Mouhamed Sene,2009.0,3.0,0.2
2006,11,JJ Redick,2009.0,3.0,2.3
2006,12,Hilton Armstrong,2009.0,3.0,1.5
2006,5,Shelden Williams,2009.0,3.0,0.5
2008,1,Derrick Rose,2009.0,1.0,4.9
2008,10,Brook Lopez,2009.0,1.0,5.8
2008,11,Jerryd Bayless,2009.0,1.0,0.3
2008,4,Russell Westbrook,2009.0,1.0,1.9
2007,48,Marc Gasol,2009.0,2.0,6.4
2008,6,Danilo Gallinari,2009.0,1.0,1.0
2008,7,Eric Gordon,2009.0,1.0,4.6
2008,8,Joe Alexander,2009.0,1.0,0.4
2007,17,Sean Williams,2009.0,2.0,0.3
2007,18,Marco Belinelli,2009.0,2.0,0.5
2007,19,Javaris Crittenton,2009.0,2.0,0.0
2007,12,Thaddeus Young,2009.0,2.0,5.5
2007,22,Jared Dudley,2009.0,2.0,2.7
2007,53,Demetris Nichols,2009.0,2.0,0.0
2007,56,Ramon Sessions,2009.0,2.0,5.6
2007,37,Josh McRoberts,2009.0,2.0,0.4
2008,2,Michael Beasley,2009.0,1.0,3.4
2008,3,O.J. Mayo,2009.0,1.0,3.4
2006,4,Tyrus Thomas,2009.0,3.0,4.6
2005,22,Jarrett Jack,2009.0,4.0,4.1
2005,23,Francisco García,2009.0,4.0,2.4
2007,38,Kyrylo Fesenko,2009.0,2.0,0.3
2007,40,Sun Yue,2009.0,2.0,-0.1
2007,47,Dominic McGuire,2009.0,2.0,1.7
2007,32,Gabe Pruitt,2009.0,2.0,0.4
2007,49,Aaron Gray,2009.0,2.0,1.3
2007,23,Wilson Chandler,2009.0,2.0,3.1
2007,24,Rudy Fernández,2009.0,2.0,6.1
2007,25,Morris Almond,2009.0,2.0,0.1
2007,16,Nick Young,2009.0,2.0,1.2
2007,26,Aaron Brooks,2009.0,2.0,3.6
2007,27,Arron Afflalo,2009.0,2.0,1.8
2007,33,Marcus Williams,2009.0,2.0,-0.1
2007,33,Marcus Williams,2009.0,2.0,0.0
2007,35,Glen Davis,2009.0,2.0,3.7
2007,36,Jermareo Davidson,2009.0,2.0,0.1
2005,60,Alex Acker,2009.0,4.0,0.0
2006,1,Andrea Bargnani,2009.0,3.0,3.9
2006,2,LaMarcus Aldridge,2009.0,3.0,9.5
2006,3,Adam Morrison,2009.0,3.0,0.0
2007,29,Alando Tucker,2009.0,2.0,0.2
2007,31,Carl Landry,2009.0,2.0,5.9
2007,21,Daequan Cook,2009.0,2.0,2.2
2006,6,Brandon Roy,2009.0,3.0,13.5
2006,7,Randy Foye,2009.0,3.0,3.1
2006,8,Rudy Gay,2009.0,3.0,3.3
2005,18,Gerald Green,2009.0,4.0,0.0
2005,19,Hakim Warrick,2009.0,4.0,4.7
2005,21,Nate Robinson,2009.0,4.0,5.9
2006,33,Solomon Jones,2009.0,3.0,1.9
2006,34,Paul Davis,2009.0,3.0,0.2
2005,4,Chris Paul,2009.0,4.0,18.3
2005,5,Raymond Felton,2009.0,4.0,4.3
2005,6,Martell Webster,2009.0,4.0,0.0
2005,7,Charlie Villanueva,2009.0,4.0,4.9
2006,26,Jordan Farmar,2009.0,3.0,0.8
2006,27,Sergio Rodríguez,2009.0,3.0,1.7
2006,28,Maurice Ager,2009.0,3.0,-0.3
2006,29,Mardy Collins,2009.0,3.0,-0.1
2005,24,Luther Head,2009.0,4.0,0.6
2005,25,Johan Petro,2009.0,4.0,0.2
2005,56,Amir Johnson,2009.0,4.0,2.7
2005,57,Marcin Gortat,2009.0,4.0,3.3
2005,26,Jason Maxiell,2009.0,4.0,4.1
2005,27,Linas Kleiza,2009.0,4.0,3.6
2005,30,David Lee,2009.0,4.0,9.0
2005,38,Travis Diener,2009.0,4.0,1.9
2009,17,Jrue Holiday,2010.0,1.0,1.2
2009,39,Jonas Jerebko,2010.0,1.0,4.4
2009,35,DaJuan Summers,2010.0,1.0,0.0
2009,28,Wayne Ellington,2010.0,1.0,0.4
2009,27,DeMarre Carroll,2010.0,1.0,0.5
2006,4,Tyrus Thomas,2010.0,4.0,2.6
2006,3,Adam Morrison,2010.0,4.0,0.0
2006,2,LaMarcus Aldridge,2010.0,4.0,8.8
2006,1,Andrea Bargnani,2010.0,4.0,4.2
2007,37,Josh McRoberts,2010.0,3.0,1.5
2007,35,Glen Davis,2010.0,3.0,1.6
2007,29,Alando Tucker,2010.0,3.0,0.1
2007,27,Arron Afflalo,2010.0,3.0,4.3
2007,26,Aaron Brooks,2010.0,3.0,5.5
2007,16,Nick Young,2010.0,3.0,1.4
2007,24,Rudy Fernández,2010.0,3.0,3.0
2009,19,Jeff Teague,2010.0,1.0,0.6
2009,18,Ty Lawson,2010.0,1.0,3.7
2009,9,DeMar DeRozan,2010.0,1.0,2.3
2009,38,Jon Brockman,2010.0,1.0,1.7
2009,37,DeJuan Blair,2010.0,1.0,4.6
2009,36,Sam Young,2010.0,1.0,1.2
2009,25,Rodrigue Beaubois,2010.0,1.0,2.0
2009,24,Byron Mullens,2010.0,1.0,-0.1
2007,23,Wilson Chandler,2010.0,3.0,2.7
2007,49,Aaron Gray,2010.0,3.0,0.9
2007,48,Marc Gasol,2010.0,3.0,8.4
2007,47,Dominic McGuire,2010.0,3.0,-0.2
2007,41,Chris Richard,2010.0,3.0,0.3
2007,38,Kyrylo Fesenko,2010.0,3.0,0.6
2008,4,Russell Westbrook,2010.0,2.0,6.1
2008,3,O.J. Mayo,2010.0,2.0,5.6
2008,2,Michael Beasley,2010.0,2.0,4.6
2009,15,Austin Daye,2010.0,1.0,1.3
2009,14,Earl Clark,2010.0,1.0,-0.3
2009,7,Stephen Curry,2010.0,1.0,4.7
2009,44,Chase Budinger,2010.0,1.0,3.1
2009,43,Marcus Thornton,2010.0,1.0,4.0
2009,41,Jodie Meeks,2010.0,1.0,0.9
2009,29,Toney Douglas,2010.0,1.0,2.2
2009,20,Eric Maynor,2010.0,1.0,1.9
2008,1,Derrick Rose,2010.0,2.0,6.0
2007,56,Ramon Sessions,2010.0,3.0,1.1
2007,51,JamesOn Curry,2010.0,3.0,0.0
2007,22,Jared Dudley,2010.0,3.0,5.3
2007,21,Daequan Cook,2010.0,3.0,0.1
2007,12,Thaddeus Young,2010.0,3.0,2.1
2007,20,Jason Smith,2010.0,3.0,0.7
2007,18,Marco Belinelli,2010.0,3.0,1.2
2007,17,Sean Williams,2010.0,3.0,-0.2
2009,12,Gerald Henderson,2010.0,1.0,0.4
2009,11,Terrence Williams,2010.0,1.0,-0.3
2009,10,Brandon Jennings,2010.0,1.0,4.2
2009,58,Lester Hudson,2010.0,1.0,0.1
2009,55,Patty Mills,2010.0,1.0,0.0
2009,52,A.J. Price,2010.0,1.0,1.2
2009,48,Taylor Griffin,2010.0,1.0,0.0
2009,16,James Johnson,2010.0,1.0,0.8
2008,7,Eric Gordon,2010.0,2.0,3.2
2008,6,Danilo Gallinari,2010.0,2.0,5.6
2008,5,Kevin Love,2010.0,2.0,4.9
2008,12,Jason Thompson,2010.0,2.0,4.0
2008,11,Jerryd Bayless,2010.0,2.0,2.7
2008,10,Brook Lopez,2010.0,2.0,7.9
2009,46,Danny Green,2010.0,1.0,0.2
2009,8,Jordan Hill,2010.0,1.0,1.4
2009,6,Jonny Flynn,2010.0,1.0,0.1
2009,4,Tyreke Evans,2010.0,1.0,5.4
2009,40,Derrick Brown,2010.0,1.0,1.3
2008,9,D.J. Augustin,2010.0,2.0,2.8
2008,8,Joe Alexander,2010.0,2.0,0.0
2006,12,Hilton Armstrong,2010.0,4.0,-0.1
2006,11,JJ Redick,2010.0,4.0,6.5
2006,9,Patrick O'Bryant,2010.0,4.0,0.0
2007,7,Corey Brewer,2010.0,3.0,1.0
2007,15,Rodney Stuckey,2010.0,3.0,2.7
2007,14,Al Thornton,2010.0,3.0,2.2
2009,3,James Harden,2010.0,1.0,4.5
2009,2,Hasheem Thabeet,2010.0,1.0,2.0
2008,52,Darnell Jackson,2010.0,2.0,-0.3
2008,47,Henry Walker,2010.0,2.0,1.9
2008,45,Goran Dragić,2010.0,2.0,2.8
2008,41,Nathan Jawai,2010.0,2.0,0.3
2008,40,Chris Douglas-Roberts,2010.0,2.0,0.7
2006,21,Rajon Rondo,2010.0,4.0,9.6
2006,20,Renaldo Balkman,2010.0,4.0,0.0
2006,18,Oleksiy Pecherov,2010.0,4.0,0.1
2006,36,Craig Smith,2010.0,4.0,3.0
2006,50,Ryan Hollins,2010.0,4.0,1.2
2006,49,Leon Powe,2010.0,4.0,0.5
2006,47,Paul Millsap,2010.0,4.0,7.2
2008,15,Robin Lopez,2010.0,2.0,3.2
2008,14,Anthony Randolph,2010.0,2.0,1.5
2008,13,Brandon Rush,2010.0,2.0,2.5
2007,13,Julian Wright,2010.0,3.0,0.8
2007,11,Acie Law,2010.0,3.0,0.6
2007,3,Al Horford,2010.0,3.0,10.9
2007,2,Kevin Durant,2010.0,3.0,16.1
2007,1,Greg Oden,2010.0,3.0,2.2
2008,39,Sonny Weems,2010.0,2.0,1.3
2008,38,Kyle Weaver,2010.0,2.0,0.3
2008,37,Luc Mbah a Moute,2010.0,2.0,4.7
2008,48,Malik Hairston,2010.0,2.0,0.7
2007,10,Spencer Hawes,2010.0,3.0,2.1
2007,9,Joakim Noah,2010.0,3.0,6.2
2008,20,Alexis Ajinça,2010.0,2.0,0.0
2008,19,J.J. Hickson,2010.0,2.0,4.3
2008,17,Roy Hibbert,2010.0,2.0,4.1
2008,16,Marreese Speights,2010.0,2.0,2.1
2008,35,DeAndre Jordan,2010.0,2.0,1.5
2008,34,Mario Chalmers,2010.0,2.0,2.7
2008,33,Joey Dorsey,2010.0,2.0,0.1
2008,22,Courtney Lee,2010.0,2.0,3.1
2008,30,J.R. Giddens,2010.0,2.0,0.1
2007,5,Jeff Green,2010.0,3.0,6.6
2007,4,Mike Conley,2010.0,3.0,4.0
2008,27,Darrell Arthur,2010.0,2.0,0.3
2008,18,JaVale McGee,2010.0,2.0,2.1
2008,26,George Hill,2010.0,2.0,6.7
2008,25,Nicolas Batum,2010.0,2.0,3.5
2006,16,Rodney Carney,2010.0,4.0,1.5
2006,14,Ronnie Brewer,2010.0,4.0,3.7
2006,13,Thabo Sefolosha,2010.0,4.0,4.0
2007,6,Yi Jianlian,2010.0,3.0,1.3
2008,24,Serge Ibaka,2010.0,2.0,3.7
2008,23,Kosta Koufos,2010.0,2.0,0.0
2008,21,Ryan Anderson,2010.0,2.0,3.1
2008,29,D.J. White,2010.0,2.0,0.6
2008,28,Donté Greene,2010.0,2.0,1.5
2006,32,Steve Novak,2010.0,4.0,0.3
2009,26,Taj Gibson,2010.0,1.0,4.7
2006,29,Mardy Collins,2010.0,4.0,-0.5
2006,27,Sergio Rodríguez,2010.0,4.0,1.2
2006,26,Jordan Farmar,2010.0,4.0,2.8
2006,25,Shannon Brown,2010.0,4.0,3.4
2006,34,Paul Davis,2010.0,4.0,0.0
2006,33,Solomon Jones,2010.0,4.0,0.8
2007,33,Marcus Williams,2010.0,3.0,0.0
2006,8,Rudy Gay,2010.0,4.0,6.4
2006,7,Randy Foye,2010.0,4.0,2.2
2006,6,Brandon Roy,2010.0,4.0,9.1
2006,5,Shelden Williams,2010.0,4.0,2.0
2007,31,Carl Landry,2010.0,3.0,7.7
2009,23,Omri Casspi,2010.0,1.0,2.5
2009,21,Darren Collison,2010.0,1.0,2.9
2009,13,Tyler Hansbrough,2010.0,1.0,0.7
2009,33,Dante Cunningham,2010.0,1.0,1.9
2009,32,Jermaine Taylor,2010.0,1.0,0.1
2009,31,Jeff Ayres,2010.0,1.0,1.3
2006,24,Kyle Lowry,2010.0,4.0,4.3
2006,23,Josh Boone,2010.0,4.0,1.8
2006,22,Marcus Williams,2010.0,4.0,0.0
2006,42,Daniel Gibson,2010.0,4.0,2.6
2009,30,Christian Eyenga,2011.0,2.0,-0.3
2009,32,Jermaine Taylor,2011.0,2.0,0.1
2009,33,Dante Cunningham,2011.0,2.0,2.0
2009,12,Gerald Henderson,2011.0,2.0,2.4
2009,21,Darren Collison,2011.0,2.0,4.3
2009,23,Omri Casspi,2011.0,2.0,2.5
2007,31,Carl Landry,2011.0,4.0,4.1
2009,26,Taj Gibson,2011.0,2.0,5.2
2008,28,Donté Greene,2011.0,3.0,0.5
2008,29,D.J. White,2011.0,3.0,1.8
2010,26,Quincy Pondexter,2011.0,1.0,0.9
2010,27,Jordan Crawford,2011.0,1.0,-0.6
2010,28,Greivis Vásquez,2011.0,1.0,0.5
2008,21,Ryan Anderson,2011.0,3.0,6.4
2010,39,Landry Fields,2011.0,1.0,5.3
2008,12,Jason Thompson,2011.0,3.0,2.9
2008,22,Courtney Lee,2011.0,3.0,2.7
2008,23,Kosta Koufos,2011.0,3.0,0.2
2008,24,Serge Ibaka,2011.0,3.0,7.6
2007,6,Yi Jianlian,2011.0,4.0,0.4
2007,7,Corey Brewer,2011.0,4.0,1.1
2010,23,Trevor Booker,2011.0,1.0,2.6
2010,24,Damion James,2011.0,1.0,0.1
2010,25,Dominique Jones,2011.0,1.0,0.0
2008,25,Nicolas Batum,2011.0,3.0,6.6
2008,17,Roy Hibbert,2011.0,3.0,3.6
2008,27,Darrell Arthur,2011.0,3.0,3.8
2007,3,Al Horford,2011.0,4.0,10.1
2007,4,Mike Conley,2011.0,4.0,6.6
2007,5,Jeff Green,2011.0,4.0,4.8
2010,17,Kevin Séraphin,2011.0,1.0,0.2
2010,18,Eric Bledsoe,2011.0,1.0,0.3
2010,19,Avery Bradley,2011.0,1.0,-0.5
2010,20,James Anderson,2011.0,1.0,0.3
2008,33,Joey Dorsey,2011.0,3.0,0.8
2008,34,Mario Chalmers,2011.0,3.0,2.9
2010,21,Craig Brackins,2011.0,1.0,-0.1
2008,15,Robin Lopez,2011.0,3.0,1.5
2008,16,Marreese Speights,2011.0,3.0,1.7
2008,9,D.J. Augustin,2011.0,3.0,6.2
2008,18,JaVale McGee,2011.0,3.0,5.3
2008,19,J.J. Hickson,2011.0,3.0,1.5
2008,20,Alexis Ajinça,2011.0,3.0,0.4
2007,9,Joakim Noah,2011.0,4.0,6.7
2007,10,Spencer Hawes,2011.0,4.0,2.4
2007,11,Acie Law,2011.0,4.0,0.4
2010,12,Xavier Henry,2011.0,1.0,0.2
2010,13,Ed Davis,2011.0,1.0,4.0
2010,14,Patrick Patterson,2011.0,1.0,2.4
2010,15,Larry Sanders,2011.0,1.0,1.0
2010,16,Luke Babbitt,2011.0,1.0,-0.4
2008,26,George Hill,2011.0,3.0,6.1
2008,37,Luc Mbah a Moute,2011.0,3.0,4.8
2008,38,Kyle Weaver,2011.0,3.0,0.0
2007,2,Kevin Durant,2011.0,4.0,12.0
2007,12,Thaddeus Young,2011.0,4.0,6.2
2007,13,Julian Wright,2011.0,4.0,0.6
2007,14,Al Thornton,2011.0,4.0,1.6
2010,30,Lazar Hayward,2011.0,1.0,0.3
2010,32,Dexter Pittman,2011.0,1.0,-0.1
2010,33,Hassan Whiteside,2011.0,1.0,0.0
2010,34,Armon Johnson,2011.0,1.0,-0.3
2010,38,Andy Rautins,2011.0,1.0,-0.2
2008,5,Kevin Love,2011.0,3.0,11.4
2008,13,Brandon Rush,2011.0,3.0,2.6
2008,14,Anthony Randolph,2011.0,3.0,0.5
2008,39,Sonny Weems,2011.0,3.0,-0.4
2008,40,Chris Douglas-Roberts,2011.0,3.0,1.6
2008,31,Nikola Peković,2011.0,3.0,0.6
2008,45,Goran Dragić,2011.0,3.0,1.0
2008,47,Henry Walker,2011.0,3.0,1.1
2009,46,Danny Green,2011.0,2.0,0.1
2010,9,Gordon Hayward,2011.0,1.0,1.2
2010,10,Paul George,2011.0,1.0,2.4
2010,11,Cole Aldrich,2011.0,1.0,0.2
2008,52,Darnell Jackson,2011.0,3.0,0.7
2008,35,DeAndre Jordan,2011.0,3.0,5.2
2008,36,Ömer Aşık,2011.0,3.0,2.7
2008,60,Semih Erden,2011.0,3.0,1.4
2009,1,Blake Griffin,2011.0,2.0,9.8
2009,2,Hasheem Thabeet,2011.0,2.0,0.3
2009,3,James Harden,2011.0,2.0,7.1
2010,4,Wesley Johnson,2011.0,1.0,1.3
2010,5,DeMarcus Cousins,2011.0,1.0,1.1
2007,15,Rodney Stuckey,2011.0,4.0,5.0
2007,8,Brandan Wright,2011.0,4.0,0.8
2010,43,Devin Ebanks,2011.0,1.0,0.4
2010,46,Gani Lawal,2011.0,1.0,0.0
2010,50,Solomon Alabi,2011.0,1.0,-0.2
2010,52,Luke Harangody,2011.0,1.0,0.6
2010,53,Pape Sy,2011.0,1.0,0.0
2008,1,Derrick Rose,2011.0,3.0,13.1
2009,40,Derrick Brown,2011.0,2.0,1.0
2010,6,Ekpe Udoh,2011.0,1.0,0.7
2010,7,Greg Monroe,2011.0,1.0,6.6
2010,8,Al-Farouq Aminu,2011.0,1.0,0.7
2009,4,Tyreke Evans,2011.0,2.0,1.6
2008,43,Patrick Ewing,2011.0,3.0,-0.1
2009,7,Stephen Curry,2011.0,2.0,6.6
2009,58,Lester Hudson,2011.0,2.0,-0.1
2010,1,John Wall,2011.0,1.0,2.2
2010,2,Evan Turner,2011.0,1.0,2.3
2010,3,Derrick Favors,2011.0,1.0,2.9
2008,10,Brook Lopez,2011.0,3.0,6.3
2008,11,Jerryd Bayless,2011.0,3.0,1.6
2010,55,Jeremy Evans,2011.0,1.0,1.6
2010,56,Hamady N'Diaye,2011.0,1.0,0.1
2010,58,Derrick Caracter,2011.0,1.0,0.3
2008,4,Russell Westbrook,2011.0,3.0,9.4
2007,48,Marc Gasol,2011.0,4.0,7.9
2008,6,Danilo Gallinari,2011.0,3.0,6.1
2008,7,Eric Gordon,2011.0,3.0,5.3
2010,40,Lance Stephenson,2011.0,1.0,-0.2
2009,15,Austin Daye,2011.0,2.0,2.1
2009,16,James Johnson,2011.0,2.0,0.6
2009,35,DaJuan Summers,2011.0,2.0,-0.3
2009,52,A.J. Price,2011.0,2.0,0.3
2009,55,Patty Mills,2011.0,2.0,0.7
2009,9,DeMar DeRozan,2011.0,2.0,3.2
2009,10,Brandon Jennings,2011.0,2.0,3.9
2009,11,Terrence Williams,2011.0,2.0,-0.6
2007,16,Nick Young,2011.0,4.0,2.8
2007,18,Marco Belinelli,2011.0,4.0,3.4
2007,20,Jason Smith,2011.0,4.0,1.6
2007,21,Daequan Cook,2011.0,4.0,1.6
2007,22,Jared Dudley,2011.0,4.0,5.6
2007,56,Ramon Sessions,2011.0,4.0,4.4
2007,37,Josh McRoberts,2011.0,4.0,4.9
2009,19,Jeff Teague,2011.0,2.0,1.7
2009,29,Toney Douglas,2011.0,2.0,4.2
2009,41,Jodie Meeks,2011.0,2.0,5.1
2009,43,Marcus Thornton,2011.0,2.0,3.5
2009,44,Chase Budinger,2011.0,2.0,3.4
2009,6,Jonny Flynn,2011.0,2.0,-1.3
2009,13,Tyler Hansbrough,2011.0,2.0,3.8
2009,14,Earl Clark,2011.0,2.0,0.3
2008,2,Michael Beasley,2011.0,3.0,1.7
2008,3,O.J. Mayo,2011.0,3.0,2.4
2010,54,Willie Warren,2011.0,1.0,0.2
2007,38,Kyrylo Fesenko,2011.0,4.0,-0.1
2007,47,Dominic McGuire,2011.0,4.0,0.9
2007,49,Aaron Gray,2011.0,4.0,1.1
2007,23,Wilson Chandler,2011.0,4.0,3.9
2009,24,Byron Mullens,2011.0,2.0,-0.2
2009,25,Rodrigue Beaubois,2011.0,2.0,0.2
2009,36,Sam Young,2011.0,2.0,2.9
2009,37,DeJuan Blair,2011.0,2.0,4.8
2009,38,Jon Brockman,2011.0,2.0,1.9
2009,8,Jordan Hill,2011.0,2.0,1.8
2009,17,Jrue Holiday,2011.0,2.0,5.7
2009,18,Ty Lawson,2011.0,2.0,6.7
2007,24,Rudy Fernández,2011.0,4.0,3.8
2007,27,Arron Afflalo,2011.0,4.0,6.2
2007,28,Tiago Splitter,2011.0,4.0,2.3
2007,35,Glen Davis,2011.0,4.0,4.9
2007,26,Aaron Brooks,2011.0,4.0,1.1
2009,20,Eric Maynor,2011.0,2.0,1.5
2009,27,DeMarre Carroll,2011.0,2.0,0.1
2009,28,Wayne Ellington,2011.0,2.0,0.3
2008,1,Derrick Rose,2012.0,4.0,6.0
2009,28,Wayne Ellington,2012.0,3.0,0.8
2008,2,Michael Beasley,2012.0,4.0,0.5
2008,3,O.J. Mayo,2012.0,4.0,3.5
2009,37,DeJuan Blair,2012.0,3.0,4.0
2009,36,Sam Young,2012.0,3.0,0.2
2009,15,Austin Daye,2012.0,3.0,-0.6
2009,14,Earl Clark,2012.0,3.0,0.3
2009,13,Tyler Hansbrough,2012.0,3.0,3.9
2009,44,Chase Budinger,2012.0,3.0,3.0
2009,43,Marcus Thornton,2012.0,3.0,3.8
2011,52,Vernon Macklin,2012.0,1.0,0.5
2011,50,Lavoy Allen,2012.0,1.0,1.6
2011,43,Malcolm Lee,2012.0,1.0,0.1
2011,60,Isaiah Thomas,2012.0,1.0,4.3
2011,55,E'Twaun Moore,2012.0,1.0,0.2
2011,53,DeAndre Liggins,2012.0,1.0,0.0
2011,38,Chandler Parsons,2012.0,1.0,3.4
2011,37,Trey Thompkins,2012.0,1.0,0.0
2011,36,Jordan Williams,2012.0,1.0,1.3
2011,49,Josh Selby,2012.0,1.0,-0.5
2011,48,Keith Benson,2012.0,1.0,0.0
2011,47,Travis Leslie,2012.0,1.0,0.1
2011,46,Andrew Goudelock,2012.0,1.0,0.1
2011,45,Josh Harrellson,2012.0,1.0,1.4
2011,44,Charles Jenkins,2012.0,1.0,0.5
2009,41,Jodie Meeks,2012.0,3.0,4.1
2009,40,Derrick Brown,2012.0,3.0,2.3
2009,12,Gerald Henderson,2012.0,3.0,1.0
2009,11,Terrence Williams,2012.0,3.0,0.3
2009,10,Brandon Jennings,2012.0,3.0,5.5
2009,9,DeMar DeRozan,2012.0,3.0,2.5
2009,58,Lester Hudson,2012.0,3.0,0.1
2009,55,Patty Mills,2012.0,3.0,0.9
2011,30,Jimmy Butler,2012.0,1.0,1.1
2011,41,Darius Morris,2012.0,1.0,-0.2
2011,40,Jon Leuer,2012.0,1.0,1.4
2011,39,Jeremy Tyler,2012.0,1.0,-0.2
2009,52,A.J. Price,2012.0,3.0,0.7
2009,46,Danny Green,2012.0,3.0,4.5
2010,4,Wesley Johnson,2012.0,2.0,0.6
2010,3,Derrick Favors,2012.0,2.0,3.0
2010,2,Evan Turner,2012.0,2.0,2.4
2010,1,John Wall,2012.0,2.0,3.5
2011,25,MarShon Brooks,2012.0,1.0,0.8
2011,35,Tyler Honeycutt,2012.0,1.0,0.0
2011,34,Shelvin Mack,2012.0,1.0,0.7
2011,32,Justin Harper,2012.0,1.0,-0.3
2011,19,Tobias Harris,2012.0,1.0,0.9
2011,29,Cory Joseph,2012.0,1.0,0.0
2011,28,Norris Cole,2012.0,1.0,0.0
2011,27,JaJuan Johnson,2012.0,1.0,0.2
2011,26,Jordan Hamilton,2012.0,1.0,0.3
2009,8,Jordan Hill,2012.0,3.0,1.4
2009,7,Stephen Curry,2012.0,3.0,2.2
2009,6,Jonny Flynn,2012.0,3.0,0.1
2009,5,Ricky Rubio,2012.0,3.0,2.0
2009,4,Tyreke Evans,2012.0,3.0,2.7
2010,8,Al-Farouq Aminu,2012.0,2.0,1.4
2010,7,Greg Monroe,2012.0,2.0,7.0
2011,15,Kawhi Leonard,2012.0,1.0,5.5
2011,24,Reggie Jackson,2012.0,1.0,0.1
