Year,Rd,Pk,Tm,Player,College,Yrs,WS,WS/48
2014,3,32,PHI,K.J. McDaniels,Clemson,3,1.3,.030
2014,3,33,CLE,Joe Harris,Virginia,10,23.1,.090
2014,3,34,NYK,Cleanthony Early,Wichita State,2,-0.6,-.039
2014,3,35,UTA,Jarnell Stokes,Tennessee,3,0.6,.202
2014,3,36,MIL,Johnny O'Bryant,LSU,4,0.2,.006
2014,3,37,TOR,DeAndre Daniels,UConn,,,
2014,3,38,DET,Spencer Dinwiddie,Colorado,11,36.0,.100
2014,3,39,PHI,Jerami Grant,Syracuse,12,40.7,.090
2014,3,40,MIN,Glenn Robinson III,Michigan,7,7.9,.071
2014,3,41,DEN,Nikola Jokić,,11,142.9,.265
2014,3,42,HOU,Nick Johnson,Arizona,1,-0.1,-.020
2014,3,43,ATL,Edy Tavares,,2,0.2,.118
2014,3,44,MIN,Markel Brown,Oklahoma State,3,1.1,.029
2014,3,45,CHO,Dwight Powell,Stanford,12,50.5,.180
2014,3,46,WAS,Jordan Clarkson,Missouri,12,25.9,.056
2014,3,47,PHI,Russ Smith,Louisville,2,-0.2,-.068
2014,3,48,MIL,Lamar Patterson,Pitt,2,0.1,.006
2014,3,49,CHI,Cameron Bairstow,New Mexico,2,-0.1,-.021
2014,3,50,PHO,Alec Brown,Green Bay,,,
2014,3,51,NYK,Thanasis Antetokounmpo,,7,2.1,.061
2014,3,52,PHI,Vasilije Micić,,2,-0.6,-.015
2014,3,53,MIN,Alessandro Gentile,,,,
2014,3,54,PHI,Nemanja Dangubić,,,,
2014,3,55,MIA,Semaj Christon,Xavier,1,0.1,.006
2014,3,56,DEN,Devyn Marble,Iowa,2,-0.3,-.028
2014,3,57,IND,Louis Labeyrie,,,,
2014,3,58,SAS,Jordan McRae,Tennessee,4,1.7,.048
2014,3,59,TOR,Xavier Thames,San Diego State,,,
2014,3,60,SAS,Cory Jefferson,Baylor,2,0.9,.071
2015,1,1,MIN,Karl-Anthony Towns,Kentucky,11,94.6,.187
2015,1,2,LAL,D'Angelo Russell,Ohio State,11,26.5,.066
2015,1,3,PHI,Jahlil Okafor,Duke,7,7.2,.071
2015,1,4,NYK,Kristaps Porziņģis,,10,50.4,.150
2015,1,5,ORL,Mario Hezonja,,5,3.2,.025
2015,1,6,SAC,Willie Cauley-Stein,Kentucky,7,23.3,.121
2015,1,7,DEN,Emmanuel Mudiay,,6,-0.2,-.001
2015,1,8,DET,Stanley Johnson,Arizona,8,6.9,.037
2015,1,9,CHO,Frank Kaminsky,Wisconsin,8,15.9,.094
2015,1,10,MIA,Justise Winslow,Duke,8,8.2,.044
2015,1,11,IND,Myles Turner,Texas,11,51.7,.122
2015,1,12,UTA,Trey Lyles,Kentucky,10,22.0,.088
2015,1,13,PHO,Devin Booker,Kentucky,11,58.0,.110
2015,1,14,OKC,Cameron Payne,Murray State,11,14.8,.081
2015,1,15,ATL,Kelly Oubre Jr.,Kansas,11,27.6,.068
2015,1,16,BOS,Terry Rozier,Louisville,10,30.6,.080
2015,1,17,MIL,Rashad Vaughn,UNLV,3,-0.6,-.017
2015,1,18,HOU,Sam Dekker,Wisconsin,5,5.4,.083
2015,1,19,WAS,Jerian Grant,Notre Dame,5,8.3,.080
2015,1,20,TOR,Delon Wright,Utah,10,28.9,.124
2015,1,21,DAL,Justin Anderson,Virginia,6,4.9,.072
2015,1,22,CHI,Bobby Portis,Arkansas,11,36.6,.106
2015,1,23,POR,Rondae Hollis-Jefferson,Arizona,6,12.9,.091
2015,1,24,CLE,Tyus Jones,Duke,11,34.9,.109
2015,1,25,MEM,Jarell Martin,LSU,4,3.2,.053
2015,1,26,SAS,Nikola Milutinov,,,,
2015,1,27,LAL,Larry Nance Jr.,Wyoming,11,35.2,.130
2015,1,28,BOS,R.J. Hunter,Georgia State University,4,0.4,.051
2015,1,29,BRK,Chris McCullough,Syracuse,3,0.6,.054
2015,1,30,GSW,Kevon Looney,UCLA,11,38.1,.172
2015,3,31,MIN,Cedi Osman,,7,12.5,.055
2015,3,32,HOU,Montrezl Harrell,Louisville,8,42.9,.195
2015,3,33,BOS,Jordan Mickey,LSU,3,0.5,.050
2015,3,34,LAL,Anthony Brown,Stanford,3,-0.2,-.016
2015,3,35,PHI,Willy Hernangómez,,7,16.3,.152
2015,3,36,MIN,Rakeem Christmas,Syracuse,2,0.5,.105
2015,3,37,PHI,Richaun Holmes,Bowling Green,10,30.7,.158
2015,3,38,DET,Darrun Hilliard,Villanova,3,0.3,.016
2015,3,39,CHO,Juan Pablo Vaulet,,,,
2015,3,40,MIA,Josh Richardson,Tennessee,10,27.7,.084
2015,3,41,BRK,Pat Connaughton,Notre Dame,11,25.3,.103
2015,3,42,UTA,Olivier Hanlan,Boston College,,,
2015,3,43,IND,Joe Young,Oregon,3,0.4,.016
2015,3,44,PHO,Andrew Harrison,Kentucky,3,3.2,.051
2015,3,45,BOS,Marcus Thornton,William & Mary,,,
2015,3,46,MIL,Norman Powell,UCLA,11,36.4,.105
2015,3,47,PHI,Artūras Gudaitis,,,,
2015,3,48,OKC,Dakari Johnson,Kentucky,1,0.6,.178
2015,3,49,WAS,Aaron White,Iowa,,,
2015,3,50,ATL,Marcus Eriksson,,,,
2015,3,51,ORL,Tyler Harvey,Eastern Washington,,,
2015,3,52,DAL,Satnam Singh,,,,
2015,3,53,CLE,Sir'Dominic Pointer,St. John's,,,
2015,3,54,UTA,Dani Díez,,,,
2015,3,55,SAS,Cady Lalanne,UMass,,,
2015,3,56,NOP,Branden Dawson,Michigan State,1,0.0,.069
2015,3,57,DEN,Nikola Radičević,,,,
2015,3,58,PHI,J.P. Tokoto,UNC,,,
2015,3,59,ATL,Dimitrios Agravanis,,,,
2015,3,60,PHI,Luka Mitrović,,,,
2016,1,1,PHI,Ben Simmons,LSU,7,35.4,.143
2016,1,2,LAL,Brandon Ingram,Duke,10,31.8,.081
2016,1,3,BOS,Jaylen Brown,California,10,47.5,.109
2016,1,4,PHO,Dragan Bender,,4,0.5,.006
2016,1,5,MIN,Kris Dunn,Providence,10,15.7,.064
2016,1,6,NOP,Buddy Hield,Oklahoma,10,28.7,.066
2016,1,7,DEN,Jamal Murray,Kentucky,9,47.6,.117
2016,1,8,SAC,Marquese Chriss,Washington,6,6.5,.058
2016,1,9,TOR,Jakob Poeltl,Utah,10,48.5,.161
2016,1,10,MIL,Thon Maker,,5,6.6,.087
2016,1,11,ORL,Domantas Sabonis,Gonzaga,10,71.0,.166
2016,1,12,UTA,Taurean Prince,Baylor,10,15.5,.050
2016,1,13,PHO,Georgios Papagiannis,,2,0.4,.044
2016,1,14,CHI,Denzel Valentine,Michigan State,5,4.5,.044
2016,1,15,DEN,Juancho Hernangómez,,7,8.7,.080
2016,1,16,BOS,Guerschon Yabusele,,4,6.4,.091
2016,1,17,MEM,Wade Baldwin,Vanderbilt,3,-0.3,-.028
2016,1,18,DET,Henry Ellenson,Marquette,5,0.4,.023
2016,1,19,DEN,Malik Beasley,Florida State,9,20.1,.070
2016,1,20,IND,Caris LeVert,Michigan,10,25.4,.078
2016,1,21,ATL,DeAndre' Bembry,Saint Joseph's,6,4.4,.038
2016,1,22,CHO,Malachi Richardson,Syracuse,3,-0.1,-.009
2016,1,23,BOS,Ante Žižić,,3,3.5,.110
2016,1,24,PHI,Timothé Luwawu-Cabarrot,,6,4.7,.043
2016,1,25,LAC,Brice Johnson,UNC,2,0.1,.062
2016,1,26,PHI,Furkan Korkmaz,,7,7.6,.067
2016,1,27,TOR,Pascal Siakam,New Mexico State,10,58.1,.129
2016,1,28,PHO,Skal Labissière,Kentucky,6,4.5,.082
2016,1,29,SAS,Dejounte Murray,Washington,9,26.8,.085
2016,1,30,GSW,Damian Jones,Vanderbilt,8,11.3,.143
2016,3,31,BOS,Deyonta Davis,Michigan State,3,3.6,.131
2016,3,32,LAL,Ivica Zubac,,10,55.5,.179
2016,3,33,LAC,Cheick Diallo,Kansas,5,6.3,.139
2016,3,34,PHO,Tyler Ulis,Kentucky,3,0.5,.008
2016,3,35,BOS,Rade Zagorac,,,,
2016,3,36,MIL,Malcolm Brogdon,Virginia,9,33.4,.119
2016,3,37,HOU,Chinanu Onuaku,Louisville,2,0.1,.043
2016,3,38,MIL,Patrick McCaw,UNLV,5,4.4,.062
2016,3,39,NOP,David Michineau,,,,
2016,3,40,NOP,Diamond Stone,Maryland,1,-0.1,-.211
2016,3,41,ORL,Stephen Zimmerman,UNLV,1,0.0,-.005
2016,3,42,UTA,Isaiah Whitehead,Seton Hall,2,-0.9,-.025
2016,3,43,HOU,Zhou Qi,,2,-0.2,-.093
2016,3,44,ATL,Isaïa Cordinier,,,,
2016,3,45,BOS,Demetrius Jackson,Notre Dame,3,0.2,.087
2016,3,46,DAL,A.J. Hammons,Purdue,1,0.0,-.001
2016,3,47,ORL,Jake Layman,Maryland,6,3.8,.059
2016,3,48,CHI,Paul Zipser,,2,0.0,-.001
2016,3,49,DET,Michael Gbinije,Syracuse,1,-0.1,-.136
2016,3,50,IND,Georges Niang,Iowa State,9,15.9,.080
2016,3,51,BOS,Ben Bentil,Providence,1,-0.1,-.473
2016,3,52,UTA,Joel Bolomboy,Weber State,2,0.3,.132
2016,3,53,DEN,Petr Cornelie,,1,0.0,-.015
2016,3,54,ATL,Kay Felder,Oakland,2,-0.4,-.041
2016,3,55,BRK,Marcus Paige,UNC,1,0.0,-.006
2016,3,56,DEN,Daniel Hamilton,UConn,2,0.0,.000
2016,3,57,MEM,Wang Zhelin,,,,
2016,3,58,BOS,Abdel Nader,Iowa State,5,2.8,.052
2016,3,59,SAC,Isaiah Cousins,Oklahoma,,,
2016,3,60,UTA,Tyrone Wallace,California,4,0.1,.003
2017,1,1,PHI,Markelle Fultz,Washington,9,8.3,.065
2017,1,2,LAL,Lonzo Ball,UCLA,7,13.3,.066
2017,1,3,BOS,Jayson Tatum,Duke,9,67.2,.156
2017,1,4,PHO,Josh Jackson,Kansas,5,-1.7,-.012
2017,1,5,SAC,De'Aaron Fox,Kentucky,9,40.3,.097
2017,1,6,ORL,Jonathan Isaac,Florida State,7,14.9,.116
2017,1,7,MIN,Lauri Markkanen,Arizona,9,36.7,.114
2017,1,8,NYK,Frank Ntilikina,,7,0.3,.003
2017,1,9,DAL,Dennis Smith Jr.,NC State,7,2.3,.015
2017,1,10,SAC,Zach Collins,Gonzaga,8,12.4,.081
2017,1,11,CHO,Malik Monk,Kentucky,9,16.1,.058
2017,1,12,DET,Luke Kennard,Duke,9,28.1,.108
2017,1,13,DEN,Donovan Mitchell,Louisville,9,60.2,.140
2017,1,14,MIA,Bam Adebayo,Kentucky,9,64.0,.156
2017,1,15,POR,Justin Jackson,UNC,7,5.3,.052
2017,1,16,CHI,Justin Patton,Creighton,4,0.4,.066
2017,1,17,MIL,D.J. Wilson,Michigan,6,2.9,.077
2017,1,18,IND,T.J. Leaf,UCLA,4,2.7,.104
2017,1,19,ATL,John Collins,Wake Forest,9,43.8,.135
2017,1,20,POR,Harry Giles,Duke,4,3.1,.076
2017,1,21,OKC,Terrance Ferguson,,4,4.4,.053
2017,1,22,BRK,Jarrett Allen,Texas,9,73.1,.200
2017,1,23,TOR,OG Anunoby,Indiana,9,37.6,.106
2017,1,24,UTA,Tyler Lydon,Syracuse,2,0.2,.084
2017,1,25,ORL,Anžejs Pasečņiks,,2,0.4,.038
2017,1,26,POR,Caleb Swanigan,Purdue,3,-0.2,-.015
2017,1,27,BRK,Kyle Kuzma,Utah,9,16.3,.042
2017,1,28,LAL,Tony Bradley,UNC,8,8.9,.167
2017,1,29,SAS,Derrick White,Colorado,9,46.7,.134
2017,1,30,UTA,Josh Hart,Villanova,9,42.8,.113
2017,3,31,CHO,Frank Jackson,Duke,5,2.5,.031
2017,3,32,PHO,Davon Reed,Miami (FL),4,1.5,.054
2017,3,33,ORL,Wes Iwundu,Kansas State,5,4.2,.053
2017,3,34,SAC,Frank Mason III,Kansas,4,1.2,.035
2017,3,35,ORL,Ivan Rabb,California,2,3.2,.125
2017,3,36,PHI,Jonah Bolden,,2,1.4,.098
2017,3,37,BOS,Semi Ojeleye,SMU,5,5.2,.061
2017,3,38,CHI,Jordan Bell,Oregon,5,4.9,.121
2017,3,39,PHI,Jawun Evans,Oklahoma State,2,-0.4,-.022
2017,3,40,NOP,Dwayne Bacon,Florida State,4,0.8,.010
2017,3,41,ATL,Tyler Dorsey,Oregon,3,1.1,.031
2017,3,42,UTA,Thomas Bryant,Indiana,9,22.7,.164
2017,3,43,HOU,Isaiah Hartenstein,,8,33.3,.188
2017,3,44,NYK,Damyean Dotson,Oregon,5,3.0,.034
2017,3,45,HOU,Dillon Brooks,Oregon,9,16.8,.050
2017,3,46,PHI,Sterling Brown,SMU,6,6.6,.071
2017,3,47,IND,Ike Anigbogu,UCLA,2,0.0,.057
2017,3,48,MIL,Sindarius Thornwell,South Carolina,4,1.1,.032
2017,3,49,DEN,Vlatko Čančar,,5,2.4,.076
2017,3,50,PHI,Mathias Lessort,,,,
2017,3,51,DEN,Monte Morris,Iowa State,9,24.7,.120
2017,3,52,NOP,Edmond Sumner,Xavier,5,3.2,.069
2017,3,53,BOS,Kadeem Allen,Arizona,3,1.0,.075
2017,3,54,PHO,Alec Peters,Valparaiso,1,0.3,.055
2017,3,55,UTA,Nigel Williams-Goss,Gonzaga,1,0.0,.017
2017,3,56,BOS,Jabari Bird,California,1,0.2,.098
2017,3,57,BRK,Sasha Vezenkov,,1,1.0,.098
2017,3,58,NYK,Ognjen Jaramaz,,,,
2017,3,59,SAS,Jaron Blossomgame,Clemson,1,0.3,.030
2017,3,60,ATL,Alpha Kaba,,,,
2018,1,1,PHO,Deandre Ayton,Arizona,8,43.8,.148
2018,1,2,SAC,Marvin Bagley III,Duke,8,16.3,.102
2018,1,3,ATL,Luka Dončić,,8,66.6,.178
2018,1,4,MEM,Jaren Jackson Jr.,Michigan State,8,30.2,.111
2018,1,5,DAL,Trae Young,Oklahoma,8,44.7,.126
2018,1,6,ORL,Mo Bamba,Texas,8,15.7,.122
2018,1,7,CHI,Wendell Carter Jr.,Duke,8,33.3,.126
2018,1,8,CLE,Collin Sexton,Alabama,8,19.7,.069
2018,1,9,NYK,Kevin Knox,Kentucky,7,0.9,.008
2018,1,10,PHI,Mikal Bridges,Villanova,8,50.0,.113
2018,1,11,CHO,Shai Gilgeous-Alexander,Kentucky,8,75.6,.207
2018,1,12,LAC,Miles Bridges,Michigan State,7,27.8,.086
2018,1,13,LAC,Jerome Robinson,Boston College,4,-0.2,-.004
2018,1,14,DEN,Michael Porter Jr.,Missouri,7,29.4,.120
2018,1,15,WAS,Troy Brown Jr.,Oregon,6,8.6,.061
2018,1,16,PHO,Zhaire Smith,Texas Tech,2,0.0,.011
2018,1,17,MIL,Donte DiVincenzo,Villanova,8,29.1,.107
2018,1,18,SAS,Lonnie Walker IV,Miami (FL),7,4.9,.033
2018,1,19,ATL,Kevin Huerter,Maryland,8,21.7,.069
2018,1,20,MIN,Josh Okogie,Georgia Tech,8,14.2,.073
2018,1,21,UTA,Grayson Allen,Duke,8,26.4,.109
2018,1,22,CHI,Chandler Hutchison,Boise State,4,1.1,.030
2018,1,23,IND,Aaron Holiday,UCLA,8,11.6,.068
2018,1,24,POR,Anfernee Simons,,8,15.7,.064
2018,1,25,LAL,Moritz Wagner,Michigan,8,17.9,.132
2018,1,26,PHI,Landry Shamet,Wichita State,8,15.7,.079
2018,1,27,BOS,Robert Williams,Texas A&M,8,28.3,.236
2018,1,28,GSW,Jacob Evans,Cincinnati,2,-0.6,-.047
2018,1,29,BRK,Džanan Musa,,2,0.0,.003
2018,1,30,ATL,Omari Spellman,Villanova,2,2.4,.068
2018,3,31,PHO,Elie Okobo,,2,0.5,.014
2018,3,32,MEM,Jevon Carter,West Virginia,8,9.4,.063
2018,3,33,DAL,Jalen Brunson,Villanova,8,54.2,.155
2018,3,34,ATL,Devonte' Graham,Kansas,6,12.7,.073
2018,3,35,ORL,Melvin Frazier,Tulane,3,-0.4,-.062
2018,3,36,NYK,Mitchell Robinson,,8,41.0,.212
2018,3,37,SAC,Gary Trent Jr.,Duke,8,19.0,.070
2018,3,38,PHI,Khyri Thomas,Creighton,3,0.5,.058
2018,3,39,PHI,Isaac Bonga,,4,1.7,.044
2018,3,40,BRK,Rodions Kurucs,,3,2.3,.052
2018,3,41,ORL,Jarred Vanderbilt,Kentucky,8,18.6,.122
2018,3,42,DET,Bruce Brown,Miami (FL),8,22.9,.082
2018,3,43,DEN,Justin Jackson,Maryland,,,
2018,3,44,WAS,Issuf Sanon,,,,
2018,3,45,BRK,Hamidou Diallo,Kentucky,6,6.2,.060
2018,3,46,HOU,De'Anthony Melton,USC,8,15.0,.078
2018,3,47,LAL,Svi Mykhailiuk,Kansas,8,5.3,.039
2018,3,48,MIN,Keita Bates-Diop,Ohio State,6,7.4,.078
2018,3,49,SAS,Chimezie Metu,USC,6,5.7,.076
2018,3,50,IND,Alize Johnson,Missouri State,5,1.3,.108
2018,3,51,NOP,Tony Carr,Penn State,,,
2018,3,52,UTA,Vince Edwards,Purdue,1,0.0,-.014
2018,3,53,OKC,Devon Hall,Virginia,1,-0.2,-.116
2018,3,54,DAL,Shake Milton,SMU,7,11.7,.084
2018,3,55,CHO,Arnoldas Kulboka,,1,0.0,-.217
2018,3,56,PHI,Ray Spalding,Louisville,2,0.1,.024
2018,3,57,OKC,Kevin Hervey,UT Arlington,1,-0.1,-.085
2018,3,58,DEN,Thomas Welsh,UCLA,1,0.1,.162
2018,3,59,PHO,George King,Colorado,2,-0.1,-.225
2018,3,60,PHI,Kostas Antetokounmpo,Dayton,3,-0.2,-.098
2019,1,1,NOP,Zion Williamson,Duke,6,30.3,.170
2019,1,2,MEM,Ja Morant,Murray State,7,24.3,.113
2019,1,3,NYK,RJ Barrett,Duke,7,17.3,.057
2019,1,4,LAL,De'Andre Hunter,Virginia,7,13.1,.057
2019,1,5,CLE,Darius Garland,Vanderbilt,7,27.1,.093
2019,1,6,PHO,Jarrett Culver,Texas Tech,4,-0.1,-.001
2019,1,7,CHI,Coby White,UNC,7,19.9,.069
2019,1,8,ATL,Jaxson Hayes,Texas,7,25.1,.167
2019,1,9,WAS,Rui Hachimura,Gonzaga,7,18.7,.080
2019,1,10,ATL,Cam Reddish,Duke,6,3.3,.027
2019,1,11,MIN,Cameron Johnson,UNC,7,26.6,.120
2019,1,12,CHO,P.J. Washington,Kentucky,7,16.5,.058
2019,1,13,MIA,Tyler Herro,Kentucky,7,22.3,.084
2019,1,14,BOS,Romeo Langford,Indiana,4,2.0,.043
2019,1,15,DET,Sekou Doumbouya,,3,-0.4,-.013
2019,1,16,ORL,Chuma Okeke,Auburn,5,5.0,.060
2019,1,17,BRK,Nickeil Alexander-Walker,Virginia Tech,7,16.5,.075
2019,1,18,IND,Goga Bitadze,,7,19.3,.166
2019,1,19,SAS,Luka Šamanić,,4,0.0,.001
2019,1,20,BOS,Matisse Thybulle,Washington,7,15.4,.095
2019,1,21,OKC,Brandon Clarke,Gonzaga,7,24.6,.184
2019,1,22,BOS,Grant Williams,Tennessee,7,17.4,.089
2019,1,23,UTA,Darius Bazley,,5,3.1,.027
2019,1,24,PHI,Ty Jerome,Virginia,7,11.2,.120
2019,1,25,POR,Nassir Little,UNC,5,4.7,.061
2019,1,26,CLE,Dylan Windler,Belmont,4,1.6,.072
2019,1,27,BRK,Mfiondu Kabengele,Florida State,3,0.4,.055
2019,1,28,GSW,Jordan Poole,Michigan,7,11.4,.045
2019,1,29,SAS,Keldon Johnson,Kentucky,7,23.2,.089
2019,1,30,MIL,Kevin Porter Jr.,USC,6,9.0,.050
2019,3,31,BRK,Nic Claxton,Georgia,7,30.9,.149
2019,3,32,PHO,KZ Okpala,Stanford,4,1.0,.050
2019,3,33,PHI,Carsen Edwards,Purdue,3,0.3,.019
2019,3,34,PHI,Bruno Fernando,Maryland,6,3.8,.079
2019,3,35,ATL,Didi Louzada,,2,-0.1,-.034
2019,3,36,CHO,Cody Martin,Nevada,7,7.1,.059
2019,3,37,DAL,Deividas Sirvydis,,2,-0.1,-.032
2019,3,38,CHI,Daniel Gafford,Arkansas,7,35.2,.195
2019,3,39,NOP,Alen Smailagić,,2,0.3,.056
2019,3,40,SAC,Justin James,Wyoming,2,0.3,.024
2019,3,41,GSW,Eric Paschall,Villanova,3,5.0,.078
2019,3,42,PHI,Admiral Schofield,Tennessee,4,1.2,.043
2019,3,43,MIN,Jaylen Nowell,Washington,6,4.7,.064
2019,3,44,MIA,Bol Bol,Oregon,6,5.0,.088
2019,3,45,DET,Isaiah Roby,Nebraska,4,4.0,.068
2019,3,46,ORL,Talen Horton-Tucker,Iowa State,6,6.0,.049
2019,3,47,SAC,Ignas Brazdeikis,Michigan,3,0.4,.024
2019,3,48,LAC,Terance Mann,Florida State,7,23.3,.105
2019,3,49,SAS,Quinndary Weatherspoon,Mississippi State,3,0.2,.030
2019,3,50,IND,Jarrell Brantley,College of Charleston,3,0.6,.108
2019,3,51,BOS,Tremont Waters,LSU,3,0.1,.012
2019,3,52,CHO,Jalen McDaniels,San Diego State,6,5.3,.056
2019,3,53,UTA,Justin Wright-Foreman,Hofstra,1,0.0,-.008
2019,3,54,PHI,Marial Shayok,Iowa State,1,-0.1,-.130
2019,3,55,NYK,Kyle Guy,Virginia,3,0.1,.006
2019,3,56,LAC,Jaylen Hands,UCLA,,,
2019,3,57,NOP,Jordan Bone,Tennessee,2,0.1,.010
2019,3,58,GSW,Miye Oni,Yale,3,1.0,.070
2019,3,59,TOR,Dewan Hernandez,Miami (FL),1,0.0,.043
2019,3,60,SAC,Vanja Marinković,,,,
2020,1,1,MIN,Anthony Edwards,Georgia,6,31.4,.098
2020,1,2,GSW,James Wiseman,Memphis,5,4.3,.072
2020,1,3,CHO,LaMelo Ball,,6,19.8,.101
2020,1,4,CHI,Patrick Williams,Florida State,6,8.3,.044
2020,1,5,CLE,Isaac Okoro,Auburn,6,18.2,.084
2020,1,6,ATL,Onyeka Okongwu,USC,6,30.9,.161
2020,1,7,DET,Killian Hayes,,6,-0.4,-.004
2020,1,8,NYK,Obi Toppin,Dayton,6,17.7,.128
2020,1,9,WAS,Deni Avdija,,6,21.7,.088
2020,1,10,PHO,Jalen Smith,Maryland,6,14.6,.128
2020,1,11,SAS,Devin Vassell,Florida State,6,16.8,.077
2020,1,12,SAC,Tyrese Haliburton,Iowa State,5,37.6,.164
2020,1,13,NOP,Kira Lewis Jr.,Alabama,4,1.3,.036
2020,1,14,BOS,Aaron Nesmith,Vanderbilt,6,11.2,.072
2020,1,15,ORL,Cole Anthony,UNC,6,10.5,.060
2020,1,16,POR,Isaiah Stewart,Washington,6,19.5,.106
2020,1,17,MIN,Aleksej Pokusevski,,4,-0.2,-.002
2020,1,18,DAL,Josh Green,Arizona,6,11.1,.073
2020,1,19,BRK,Saddiq Bey,Villanova,5,20.0,.087
2020,1,20,MIA,Precious Achiuwa,Memphis,6,14.8,.087
2020,1,21,PHI,Tyrese Maxey,Kentucky,6,35.1,.131
2020,1,22,DEN,Zeke Nnaji,Arizona,6,7.5,.100
2020,1,23,NYK,Leandro Bolmaro,,2,-0.3,-.048
2020,1,24,MIL,R.J. Hampton,,4,0.8,.013
2020,1,25,OKC,Immanuel Quickley,Kentucky,6,27.9,.127
2020,1,26,BOS,Payton Pritchard,Oregon,6,29.4,.148
2020,1,27,UTA,Udoka Azubuike,Kansas,4,2.0,.133
2020,1,28,LAL,Jaden McDaniels,Washington,6,23.1,.087
2020,1,29,TOR,Malachi Flynn,San Diego State,5,2.9,.045
2020,1,30,BOS,Desmond Bane,TCU,6,33.0,.132
2020,3,31,DAL,Tyrell Terry,Stanford,2,0.0,-.035
2020,3,32,CHO,Vernon Carey Jr.,Duke,3,0.2,.058
2020,3,33,MIN,Daniel Oturu,Minnesota,2,0.3,.086
2020,3,34,PHI,Théo Maledon,,4,-0.2,-.002
2020,3,35,SAC,Xavier Tillman Sr.,Michigan State,6,10.3,.114
2020,3,36,PHI,Tyler Bey,Colorado,1,0.0,-.033
2020,3,37,WAS,Vít Krejčí,,5,6.9,.084
2020,3,38,UTA,Saben Lee,Vanderbilt,4,3.5,.085
2020,3,39,NOP,Elijah Hughes,Syracuse,2,-0.4,-.039
2020,3,40,MEM,Robert Woodard II,Mississippi State,2,-0.1,-.077
2020,3,41,SAS,Tre Jones,Duke,6,20.3,.119
2020,3,42,NOP,Nick Richards,Kentucky,6,13.9,.124
2020,3,43,SAC,Jahmi'us Ramsey,Texas Tech,3,-0.1,-.008
2020,3,44,CHI,Marko Simonovic,,2,0.0,-.026
2020,3,45,MIL,Jordan Nwora,Louisville,4,3.0,.043
2020,3,46,POR,CJ Elleby,Washington State,2,0.5,.018
2020,3,47,BOS,Yam Madar,,,,
2020,3,48,GSW,Nico Mannion,Arizona,1,0.2,.029
2020,3,49,PHI,Isaiah Joe,Arkansas,6,19.0,.131
2020,3,50,ATL,Skylar Mays,LSU,4,2.1,.092
2020,3,51,GSW,Justinian Jessup,Boise State,,,
2020,3,52,SAC,KJ Martin,,5,12.4,.089
2020,3,53,OKC,Cassius Winston,Michigan State,2,0.1,.051
2020,3,54,IND,Cassius Stanley,Duke,2,0.0,-.006
2020,3,55,BRK,Jay Scrubb,John A. Logan College,3,-0.1,-.014
2020,3,56,CHO,Grant Riller,College of Charleston,1,0.1,.177
2020,3,57,LAC,Reggie Perry,Mississippi State,2,0.4,.048
2020,3,58,PHI,Paul Reed,DePaul,6,15.9,.184
2020,3,59,TOR,Jalen Harris,Nevada,1,0.3,.079
2020,3,60,NOP,Sam Merrill,Utah State University,6,10.5,.120
